company,product_name,download_amount,slogan,update_time,download_rankings_amount_1,download_rankings_amount_2,download_rankings_amount_3,download_rankings_amount_4,download_rankings_amount_5,download_rankings_amount_6,download_rankings_amount_7,download_rankings_amount_8,download_rankings_amount_9,download_rankings_amount_10,url
网易集团,惠惠购物助手,371.6万下载量,网易海淘优惠折扣,APP更新：2017.06.16,"豌豆荚,5.2分,95.6万下载","百度手机助手,8.0分,68万下载","华为应用市场,4.0分,65.3万下载","魅族应用商店,6.0分,48.7万下载","360手机助手,8.4分,47万下载","应用宝,9.0分,47万下载",,,,,http://www.jobui.com/company/12518495/products/78292/
成都和系网络科技股份有限公司,和粉,16.5万下载量,移动生活服务平台,APP更新：2018.01.11,"华为应用市场,5.0分,12.4万下载","百度手机助手,暂无,3万下载","360手机助手,6.3分,1万下载","豌豆荚,暂无,900下载","应用宝,暂无,暂无",,,,,,http://www.jobui.com/company/11690931/products/79473/
上海璞旭信息技术有限公司,11选5助手,405万下载量,让中奖变容易,APP更新：2017.12.29,"百度手机助手,9.6分,123万下载","豌豆荚,9.5分,99.4万下载","应用宝,9.6分,76万下载","华为应用市场,10分,46.6万下载","OPPO软件商店,10分,40万下载","360手机助手,9.3分,20万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/10110592/products/22342/
努比亚技术有限公司,nubia商城,188.1万下载量,买好产品享好服务,APP更新：2017.12.25,"应用宝,5.8分,114万下载","百度手机助手,9.5分,37万下载","360手机助手,5.3分,21万下载","豌豆荚,5.0分,14.5万下载","魅族应用商店,9.2分,1.6万下载",,,,,,http://www.jobui.com/company/12242665/products/71621/
索信市场咨询（北京）有限公司,随心赚,30.3万下载量,自由工作随心赚钱,APP更新：2018.01.18,"百度手机助手,暂无,14万下载","豌豆荚,暂无,8.7万下载","应用宝,9.0分,7.3万下载","华为应用市场,2.0分,2522下载","魅族应用商店,暂无,331下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/12507219/products/45436/
北京轰隆科技有限公司,锦尚志,6.7万下载量,APP更新：2017.08.02,数据更新：2018.01.28,"应用宝,9.0分,2.9万下载","OPPO软件商店,暂无,1万下载","百度手机助手,7.5分,1万下载","华为应用市场,6.0分,9418下载","魅族应用商店,4.0分,3382下载","360手机助手,6.7分,2941下载","豌豆荚,暂无,1995下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/12110076/products/31438/
北京尚世骁众科技有限公司,衣二三,28.4万下载量,APP更新：2018.01.08,数据更新：2018.01.28,"华为应用市场,9.0分,25.4万下载","百度手机助手,暂无,2万下载","360手机助手,7.8分,1万下载","苹果应用市场,8.0分,暂无","小米应用商店,8.0分,暂无",,,,,,http://www.jobui.com/company/12188518/products/68019/
浙江涛财网络科技有限公司,优惠购,5.8万下载量,天猫淘宝内部商家活动优惠折扣购物信息,APP更新：2017.07.08,"华为应用市场,6.0分,3.7万下载","百度手机助手,9.3分,1万下载","OPPO软件商店,10分,5000下载","360手机助手,6.3分,3032下载","豌豆荚,暂无,2835下载",,,,,,http://www.jobui.com/company/12361449/products/30980/
中益善源,公益中国,53.8万下载量,APP更新：2018.01.11,数据更新：2018.01.28,"华为应用市场,10分,45.8万下载","百度手机助手,10分,5万下载","360手机助手,5.8分,3万下载","苹果应用市场,9.0分,暂无","小米应用商店,9.0分,暂无",,,,,,http://www.jobui.com/company/14476795/products/68035/
镫宏（上海）商贸有限公司,美美,32.6万下载量,中国时尚网购社交,APP更新：2017.11.13,"百度手机助手,6.5分,25万下载","应用宝,10分,6.8万下载","豌豆荚,暂无,4275下载","魅族应用商店,10分,1734下载","华为应用市场,6.0分,890下载","360手机助手,7.2分,835下载","小米应用商店,6.0分,暂无",,,,http://www.jobui.com/company/13392416/products/30598/
爱帮聚信（北京）科技有限公司,爱帮附近,38.6万下载量,APP更新：2017.08.29,数据更新：2018.01.22,"百度手机助手,7.8分,15万下载","应用宝,6.8分,12万下载","360手机助手,3.3分,7万下载","豌豆荚,暂无,3.8万下载","魅族应用商店,6.4分,8314下载","小米应用商店,2.0分,暂无",,,,,http://www.jobui.com/company/11712651/products/30682/
北京思创银联科技股份有限公司,社区e服务,19.6万下载量,社区e服务，服务,APP更新：2017.04.24,"百度手机助手,8.0分,6万下载","豌豆荚,暂无,4.2万下载","OPPO软件商店,8.0分,3万下载","应用宝,10分,2.4万下载","360手机助手,7.6分,2万下载","华为应用市场,10分,1.5万下载","魅族应用商店,10分,5407下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/8961970/products/22561/
通付宝网络技术有限公司,明盛点购,23.4万下载量,APP更新：2018.01.12,数据更新：2018.01.29,"应用宝,9.8分,21万下载","豌豆荚,暂无,1.4万下载","百度手机助手,暂无,7768下载","魅族应用商店,9.8分,2046下载",,,,,,,http://www.jobui.com/company/11478496/products/77644/
深圳市前海朵莓网络科技有限公司,拼趣多,654.1万下载量,实惠多多乐趣多多,APP更新：2018.01.26,"华为应用市场,8.0分,314.8万下载","百度手机助手,8.2分,171万下载","360手机助手,9.7分,88万下载","魅族应用商店,10分,42.9万下载","应用宝,9.6分,33万下载","豌豆荚,10分,4.4万下载","小米应用商店,9.0分,暂无",,,,http://www.jobui.com/company/13788832/products/30643/
深圳花生快跑科技有限公司,快拍,15.3万下载量,APP更新：2018.01.11,数据更新：2018.01.16,"豌豆荚,暂无,8.2万下载","百度手机助手,9.3分,4万下载","360手机助手,5.2分,3万下载","魅族应用商店,10分,1332下载","苹果应用市场,9.0分,暂无","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/12058003/products/66074/
上海妙达电子商务有限公司,妙生活,31.2万下载量,给生活想要的新鲜,APP更新：2018.01.24,"应用宝,7.8分,13万下载","百度手机助手,暂无,6万下载","华为应用市场,10分,4.4万下载","360手机助手,7.8分,4万下载","豌豆荚,暂无,2.1万下载","魅族应用商店,8.0分,1.6万下载","苹果应用市场,9.0分,暂无","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/12502016/products/13772/
魅惠所贸易（上海）有限公司,魅力惠,213.9万下载量,买遍全球奢品,APP更新：2018.01.23,"华为应用市场,5.0分,73.7万下载","百度手机助手,8.3分,56万下载","应用宝,10分,35万下载","360手机助手,8.9分,29万下载","魅族应用商店,8.8分,10.1万下载","豌豆荚,暂无,10.1万下载",,,,,http://www.jobui.com/company/11710877/products/78797/
深圳悦和电子商务有限公司,折扣子返利,38.2万下载量,折扣子超高返,APP更新：2017.10.30,"360手机助手,9.4分,35万下载","应用宝,9.8分,1.3万下载","百度手机助手,10分,1万下载","豌豆荚,暂无,6165下载","华为应用市场,2.0分,2652下载","魅族应用商店,暂无,219下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/13941521/products/31386/
厦门云游数码科技有限公司,快递单号查询,34.5万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"百度手机助手,5.4分,23万下载","360手机助手,5.6分,8万下载","豌豆荚,暂无,1.9万下载","魅族应用商店,6.4分,1.6万下载","应用宝,暂无,203下载",,,,,,http://www.jobui.com/company/11235678/products/31107/
中国邮政集团,中国邮政,631.5万下载量,中国邮政集团公司推出的邮政旗下APP下载大厅,APP更新：2018.01.25,"豌豆荚,0.4分,527.1万下载","华为应用市场,4.0分,84.4万下载","360手机助手,4.3分,20万下载",,,,,,,,http://www.jobui.com/company/8169162/products/31099/
上海海礴科技发展有限公司,你的钱,22.2万下载量,APP更新：2018.01.09,数据更新：2018.01.28,"百度手机助手,9.0分,15万下载","360手机助手,9.9分,7万下载","华为应用市场,10分,1502下载","小米应用商店,10分,暂无",,,,,,,http://www.jobui.com/company/14306631/products/67858/
湖南省新华书店有限责任公司,阅达书城,15.7万下载量,正版好书尽在阅达,APP更新：2017.12.28,"应用宝,10分,15万下载","百度手机助手,暂无,3412下载","豌豆荚,暂无,2160下载","360手机助手,6.0分,1827下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/7951778/products/47583/
上海牵趣网络科技有限公司,丰趣海淘,488.7万下载量,进口好货免税自营,APP更新：2018.01.10,"百度手机助手,暂无,139万下载","360手机助手,9.7分,126万下载","华为应用市场,10分,78.9万下载","应用宝,9.6分,47万下载","OPPO软件商店,9.0分,35万下载","魅族应用商店,9.2分,32.8万下载","豌豆荚,8.8分,30万下载","苹果应用市场,8.0分,暂无","小米应用商店,10分,暂无",,http://www.jobui.com/company/12399973/products/13266/
四川运泽正元科技股份有限公司,易来客运,16.5万下载量,长途出行神器,APP更新：2018.01.26,"华为应用市场,9.0分,8.2万下载","应用宝,7.0分,4.8万下载","百度手机助手,10分,1万下载","魅族应用商店,10分,7028下载","OPPO软件商店,10分,7000下载","豌豆荚,暂无,5805下载","360手机助手,6.0分,5525下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/12591224/products/39603/
上海濠淞鑫网络科技有限公司,租呗,17.2万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"360手机助手,8.5分,14万下载","豌豆荚,暂无,2.5万下载","百度手机助手,8.0分,5651下载","魅族应用商店,暂无,1634下载",,,,,,,http://www.jobui.com/company/11746786/products/22896/
河北千股电子商务有限公司,干股商城,27.1万下载量,购物有分红,APP更新：2018.01.26,"应用宝,9.4分,25万下载","豌豆荚,暂无,1万下载","华为应用市场,4.0分,6176下载","百度手机助手,暂无,2187下载","魅族应用商店,暂无,1117下载","OPPO软件商店,暂无,1000下载","360手机助手,6.3分,817下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/14198355/products/30481/
北京别样时尚技术有限公司,别样,120.8万下载量,口袋里的第五大道,APP更新：2018.01.16,"华为应用市场,9.0分,78.1万下载","应用宝,7.8分,16万下载","魅族应用商店,9.8分,9.6万下载","百度手机助手,9.5分,9万下载","豌豆荚,暂无,5.2万下载","360手机助手,8.4分,3万下载","小米应用商店,8.0分,暂无",,,,http://www.jobui.com/company/13230938/products/13436/
中石化森美（福建）石油有限公司,车e族,629.6万下载量,加油充值用车e族,APP更新：2018.01.26,"华为应用市场,3.0分,230.7万下载","应用宝,8.0分,183万下载","百度手机助手,6.0分,109万下载","360手机助手,3.6分,40万下载","魅族应用商店,6.0分,38.4万下载","豌豆荚,5.0分,28.5万下载",,,,,http://www.jobui.com/company/11730527/products/76186/
山东零元网络科技有限公司,省了8,5.6万下载量,惠生活，会省钱,APP更新：2018.01.10,"应用宝,10分,2.8万下载","豌豆荚,10分,1.1万下载","百度手机助手,暂无,1万下载","360手机助手,8.8分,6861下载","魅族应用商店,暂无,33下载",,,,,,http://www.jobui.com/company/13250854/products/39766/
上海永佳网络科技有限公司,掌拍艺术,249.1万下载量,艺术品收藏拍卖,APP更新：2017.11.30,"豌豆荚,7.0分,223.8万下载","360手机助手,9.7分,10万下载","应用宝,9.6分,6.1万下载","百度手机助手,8.3分,6万下载","华为应用市场,7.0分,1.7万下载","OPPO软件商店,8.0分,1万下载","魅族应用商店,6.6分,4833下载","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/11779417/products/30463/
苏州原璞信息技术有限公司,一折包邮,389.4万下载量,APP更新：2016.06.12,数据更新：2018.01.28,"百度手机助手,8.8分,197万下载","华为应用市场,9.0分,176.5万下载","豌豆荚,4.0分,7.8万下载","360手机助手,8.7分,7万下载","魅族应用商店,暂无,1.1万下载",,,,,,http://www.jobui.com/company/11027632/products/31018/
王聪,粉折网,12.3万下载量,粉折网---超高折扣，尽在掌握。,APP更新：2016.01.26,"豌豆荚,5.1分,12.3万下载",,,,,,,,,,http://www.jobui.com/company/12756175/products/31039/
虹越花卉股份有限公司,虹越APP,7.6万下载量,创新园艺生活,APP更新：2018.01.18,"豌豆荚,暂无,4.2万下载","应用宝,7.6分,2.9万下载","魅族应用商店,6.0分,4818下载",,,,,,,,http://www.jobui.com/company/14242837/products/78266/
浙江银泰电子商务有限公司,银泰网,219.9万下载量,APP更新：2017.03.08,数据更新：2018.01.29,"百度手机助手,8.9分,55万下载","豌豆荚,暂无,47.2万下载","华为应用市场,7.0分,39.3万下载","360手机助手,3.1分,39万下载","应用宝,7.0分,32万下载","魅族应用商店,4.6分,7.4万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/8453377/products/45043/
中国网库,网库好单品,9.1万下载量,APP更新：2017.12.18,数据更新：2018.01.28,"360手机助手,9.8分,5万下载","百度手机助手,暂无,4万下载","华为应用市场,6.0分,823下载","魅族应用商店,暂无,50下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/181044/products/67922/
重庆市狸狗信息科技有限公司,没得比打折购物,196.5万下载量,推荐特卖优惠好物,APP更新：2017.12.22,"豌豆荚,9.6分,118.5万下载","魅族应用商店,9.8分,52.4万下载","华为应用市场,10分,19.9万下载","应用宝,9.8分,5.7万下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/11989578/products/30886/
南京车易淘网络信息技术有限公司,车300专业版,17万下载量,车商收车定价服务,APP更新：2018.01.12,"华为应用市场,9.0分,10.2万下载","应用宝,10分,2.7万下载","豌豆荚,暂无,1.9万下载","魅族应用商店,10分,1万下载","OPPO软件商店,10分,8000下载","360手机助手,6.0分,4272下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/11831297/products/39720/
北京搜狗科技发展有限公司,搜狗海淘,12.2万下载量,海外官网正品直邮,APP更新：2018.01.24,"豌豆荚,暂无,5.5万下载","应用宝,暂无,3.8万下载","百度手机助手,6.0分,2万下载","魅族应用商店,10分,9374下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/11662684/products/31300/
李宁体育（上海）有限公司,李宁官方商城,16.4万下载量,APP更新：2017.12.21,数据更新：2018.01.22,"豌豆荚,暂无,8.8万下载","应用宝,6.4分,5.7万下载","魅族应用商店,4.6分,1.9万下载",,,,,,,,http://www.jobui.com/company/500949/products/30437/
杭州爱聚科技有限公司,电商宝,50.4万下载量,多店铺移动管家,APP更新：2018.01.23,"华为应用市场,4.0分,15.8万下载","豌豆荚,暂无,9.6万下载","OPPO软件商店,10分,7万下载","应用宝,9.8分,6.8万下载","360手机助手,6.7分,6万下载","百度手机助手,2.0分,5万下载","魅族应用商店,10分,2288下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/10741076/products/30502/
青岛银行股份有限公司,海慧生活,8.4万下载量,APP更新：2017.12.21,数据更新：2018.01.28,"应用宝,暂无,2.1万下载","360手机助手,7.6分,2万下载","百度手机助手,10分,2万下载","豌豆荚,暂无,1.2万下载","华为应用市场,10分,6846下载","OPPO软件商店,暂无,3000下载","魅族应用商店,暂无,1536下载",,,,http://www.jobui.com/company/10793985/products/23140/
深圳市易道时代科技有限公司,易道,33.1万下载量,APP更新：2018.01.05,数据更新：2018.01.28,"百度手机助手,2.0分,17万下载","华为应用市场,6.0分,15.2万下载","360手机助手,6.0分,7921下载","豌豆荚,暂无,896下载",,,,,,,http://www.jobui.com/company/10358682/products/30541/
杭州谋百网络科技有限公司,快递查询,37.1万下载量,APP更新：2017.11.15,数据更新：2018.01.29,"百度手机助手,6.0分,29万下载","应用宝,3.6分,7.2万下载","华为应用市场,2.0分,4779下载","豌豆荚,暂无,2745下载","魅族应用商店,暂无,1668下载",,,,,,http://www.jobui.com/company/11774173/products/76206/
五五海淘（上海）科技股份有限公司,55海淘,502.3万下载量,黑五千元礼包,APP更新：2017.12.22,"魅族应用商店,10分,149万下载","360手机助手,9.8分,103万下载","OPPO软件商店,10分,100万下载","华为应用市场,9.0分,42.5万下载","应用宝,10分,41万下载","百度手机助手,暂无,35万下载","豌豆荚,5.0分,31.8万下载","小米应用商店,8.0分,暂无",,,http://www.jobui.com/company/13600012/products/39467/
北京游谱科技发展有限公司,游谱特惠,26.2万下载量,APP更新：2015.02.01,数据更新：2018.01.28,"豌豆荚,暂无,25.7万下载","百度手机助手,10分,2271下载","应用宝,10分,2239下载","360手机助手,6.0分,464下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/12057869/products/31307/
广西大笨象科技有限公司,大笨象,7.3万下载量,帮你找到优质牙医,APP更新：2017.09.26,"豌豆荚,暂无,3万下载","华为应用市场,8.0分,1.7万下载","应用宝,10分,8899下载","百度手机助手,暂无,5086下载","OPPO软件商店,暂无,5000下载","魅族应用商店,10分,4946下载","360手机助手,6.0分,2061下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/14264780/products/39718/
钱包生活（平潭）科技有限公司,钱包生活,10.5万下载量,买单立享优惠,APP更新：2018.01.16,"华为应用市场,10分,4.4万下载","应用宝,9.8分,3.4万下载","百度手机助手,6.5分,1万下载","豌豆荚,10分,8625下载","魅族应用商店,9.0分,5414下载","360手机助手,8.1分,3065下载",,,,,http://www.jobui.com/company/13806316/products/78296/
上海绘孚网络科技有限公司,返吧生活,21.1万下载量,APP更新：2018.01.24,数据更新：2018.01.28,"华为应用市场,10分,10.9万下载","360手机助手,9.7分,10万下载","百度手机助手,暂无,1610下载","小米应用商店,10分,暂无",,,,,,,http://www.jobui.com/company/14339833/products/68298/
山东点指信息技术有限公司,我在济南,19.6万下载量,APP更新：2015.08.20,数据更新：2018.01.28,"应用宝,9.6分,9.8万下载","360手机助手,7.8分,7万下载","豌豆荚,暂无,1.3万下载","百度手机助手,9.0分,1万下载","华为应用市场,2.0分,5058下载","小米应用商店,暂无,暂无",,,,,http://www.jobui.com/company/11660486/products/22709/
北京娇羞科技有限公司,娇羞,319.7万下载量,有情趣，不娇羞！情趣达人无节操私密分享,APP更新：2015.06.03,"百度手机助手,9.1分,277万下载","豌豆荚,5.0分,35.8万下载","360手机助手,9.6分,6万下载","魅族应用商店,6.0分,9110下载",,,,,,,http://www.jobui.com/company/11989870/products/30326/
深圳市万事富科技有限公司,二手手机找靓机,340.8万下载量,二手手机直卖平台,APP更新：2018.01.16,"华为应用市场,5.0分,154.3万下载","应用宝,9.4分,77万下载","豌豆荚,9.5分,53.8万下载","魅族应用商店,8.6分,26.7万下载","百度手机助手,4.5分,15万下载","360手机助手,9.9分,14万下载","小米应用商店,9.0分,暂无",,,,http://www.jobui.com/company/11866160/products/13210/
杭州红柳电子商务有限公司,VIP特惠,54.1万下载量,疯狂折扣便捷生活,APP更新：2017.12.21,"百度手机助手,10分,29万下载","应用宝,9.8分,18万下载","360手机助手,9.5分,7万下载","豌豆荚,10分,1335下载","魅族应用商店,暂无,154下载",,,,,,http://www.jobui.com/company/11780379/products/23113/
团博百众（北京）科技有限公司,电影票团购,8.1万下载量,APP更新：2015.06.27,数据更新：2017.09.29,"豌豆荚,暂无,3.1万下载","360手机助手,6.9分,3万下载","百度手机助手,10分,2万下载","魅族应用商店,暂无,253下载",,,,,,,http://www.jobui.com/company/12080260/products/30653/
重庆市狸狗信息科技有限公司,没得比,292.5万下载量,推荐特卖优惠好物,APP更新：2017.12.22,"豌豆荚,9.6分,118.5万下载","360手机助手,9.7分,81万下载","魅族应用商店,9.8分,52.4万下载","华为应用市场,10分,19.9万下载","百度手机助手,9.9分,15万下载","应用宝,9.8分,5.7万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/11989578/products/13280/
上海火热网络科技有限公司,微性,313.1万下载量,情趣高手们首选的社区情趣商城,APP更新：2016.04.25,"360手机助手,9.5分,152万下载","百度手机助手,暂无,95万下载","应用宝,9.8分,34万下载","豌豆荚,暂无,32.1万下载",,,,,,,http://www.jobui.com/company/11659664/products/30335/
瑞美嘉信国际信息技术（北京）有限公司,第五大道,218.6万下载量,奢侈品购物平台,APP更新：2018.01.11,"百度手机助手,9.6分,101万下载","360手机助手,9.9分,82万下载","魅族应用商店,10分,16.2万下载","豌豆荚,10分,11.9万下载","应用宝,10分,5.9万下载","华为应用市场,10分,1.5万下载",,,,,http://www.jobui.com/company/11707731/products/76158/
深圳市拍拍电商信息技术有限公司,京东夺宝,255.9万下载量,就TA了，暑期兼职都被这样玩坏了！,APP更新：2016.10.26,"豌豆荚,5.0分,118万下载","应用宝,6.0分,77万下载","360手机助手,7.0分,36万下载","华为应用市场,8.0分,24.9万下载",,,,,,,http://www.jobui.com/company/13872118/products/30864/
北京海淘车科技有限公司,海淘车,5.3万下载量,海淘车-值得您信赖的车源平台,APP更新：2017.08.16,"华为应用市场,2.0分,2.2万下载","豌豆荚,暂无,1.2万下载","应用宝,10分,9438下载","百度手机助手,6.6分,6348下载","360手机助手,8.8分,2138下载","魅族应用商店,暂无,840下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12082593/products/68509/
广东快客电子商务有限公司,KK馆,14.2万下载量,O2O全网连锁商城,APP更新：2018.01.17,"华为应用市场,9.0分,5.3万下载","应用宝,10分,5.1万下载","魅族应用商店,9.8分,1.2万下载","百度手机助手,7.0分,1万下载","豌豆荚,暂无,9255下载","360手机助手,8.2分,7298下载","小米应用商店,6.0分,暂无",,,,http://www.jobui.com/company/12524862/products/52203/
浙江格家网络技术有限公司,格格家,393.6万下载量,精选全球美食,APP更新：2017.11.07,"百度手机助手,9.8分,148万下载","360手机助手,9.8分,113万下载","魅族应用商店,10分,69.9万下载","华为应用市场,7.0分,23.6万下载","豌豆荚,10分,23.1万下载","应用宝,9.8分,16万下载","小米应用商店,9.0分,暂无",,,,http://www.jobui.com/company/12397894/products/13391/
江苏车置宝信息科技股份有限公司,车置宝二手车,9.3万下载量,二手车评估 交易,APP更新：2018.01.08,"应用宝,8.0分,5.2万下载","豌豆荚,10分,2万下载","360手机助手,6.6分,1万下载","百度手机助手,10分,7453下载","魅族应用商店,6.0分,3874下载",,,,,,http://www.jobui.com/company/12853395/products/78263/
珠海优客科技有限公司,美丽衣橱,401.6万下载量,推荐！漂亮好用的女性购物APP，涵盖服饰、配饰、箱包、家居等常见商品。,APP更新：2017.06.30,"360手机助手,9.0分,169万下载","百度手机助手,8.3分,115万下载","魅族应用商店,8.8分,82.2万下载","应用宝,9.2分,19万下载","华为应用市场,8.0分,9.8万下载","豌豆荚,6.0分,6.6万下载","苹果应用市场,9.0分,暂无","小米应用商店,7.0分,暂无",,,http://www.jobui.com/company/9850600/products/30562/
上海中主信息科技股份有限公司,名品街,13.8万下载量,购物导航折扣正品,APP更新：2018.01.12,"应用宝,10分,4万下载","华为应用市场,10分,3.4万下载","360手机助手,9.8分,2万下载","百度手机助手,10分,2万下载","豌豆荚,10分,1.8万下载","魅族应用商店,暂无,5905下载",,,,,http://www.jobui.com/company/12845862/products/78298/
深圳市爱美购科技有限公司,么么嗖海淘,229.7万下载量,买遍全球正品好货,APP更新：2017.06.02,"百度手机助手,8.8分,73万下载","豌豆荚,7.5分,55.8万下载","应用宝,8.6分,31万下载","360手机助手,8.6分,23万下载","魅族应用商店,9.2分,22.2万下载","华为应用市场,10分,15.7万下载","OPPO软件商店,8.0分,9万下载","小米应用商店,8.0分,暂无",,,http://www.jobui.com/company/11537653/products/30415/
上海宁峰网络工程有限公司,易用卡,662.5万下载量,小额极速借钱贷款,APP更新：2017.05.12,"华为应用市场,9.0分,342.4万下载","百度手机助手,7.6分,254万下载","360手机助手,9.6分,30万下载","应用宝,10分,15万下载","OPPO软件商店,10分,9万下载","魅族应用商店,10分,6.1万下载","豌豆荚,暂无,5.9万下载","小米应用商店,8.0分,暂无",,,http://www.jobui.com/company/11900133/products/30655/
然后,查快递_全国快递查询,8万下载量,APP更新：2014.09.02,数据更新：2018.01.28,"360手机助手,6.3分,7万下载","豌豆荚,暂无,9540下载",,,,,,,,,http://www.jobui.com/company/12680783/products/31143/
武汉玩翻天科技有限公司,玩翻天,18.5万下载量,孩子们的游玩管家,APP更新：2018.01.16,"华为应用市场,10分,6.7万下载","应用宝,9.0分,4.5万下载","豌豆荚,10分,3万下载","百度手机助手,8.7分,3万下载","魅族应用商店,10分,1.3万下载",,,,,,http://www.jobui.com/company/13150542/products/76179/
厦门一品威客网络科技股份有限公司,一品威客,698.4万下载量,创意设计交易平台,APP更新：2017.12.28,"百度手机助手,9.9分,364万下载","360手机助手,9.8分,121万下载","应用宝,10分,117万下载","魅族应用商店,10分,53.1万下载","豌豆荚,10分,43.3万下载",,,,,,http://www.jobui.com/company/13342552/products/78264/
福建创之源实业有限公司,创之源,11.1万下载量,红木集中采购平台,APP更新：2018.01.11,"华为应用市场,10分,4.4万下载","应用宝,4.0分,2.5万下载","豌豆荚,暂无,1.3万下载","OPPO软件商店,6.0分,1万下载","百度手机助手,暂无,1万下载","魅族应用商店,6.0分,6471下载","360手机助手,6.0分,2916下载","小米应用商店,暂无,暂无",,,http://www.jobui.com/company/11803393/products/30427/
福建微商联网络科技有限公司,粉丝福利购,340.1万下载量,首发内部优惠券,APP更新：2018.01.20,"百度手机助手,9.6分,310万下载","360手机助手,9.6分,25万下载","华为应用市场,10分,2.6万下载","豌豆荚,8.3分,2.5万下载",,,,,,,http://www.jobui.com/company/11797915/products/30874/
浙江草媒信息技术有限公司,爱草媒,10.2万下载量,遇见美好生活,APP更新：2017.12.21,"豌豆荚,9.3分,3.2万下载","应用宝,8.8分,2.6万下载","百度手机助手,8.2分,2万下载","华为应用市场,9.0分,1.2万下载","360手机助手,8.6分,8707下载","魅族应用商店,9.4分,3702下载","小米应用商店,9.0分,暂无",,,,http://www.jobui.com/company/12256796/products/30637/
上海载和网络科技有限公司,帮海贝拼团,245.5万下载量,帮5买，畅享全球品质生活！,APP更新：2017.01.18,"百度手机助手,9.6分,227万下载","豌豆荚,6.2分,9.8万下载","应用宝,9.8分,7万下载","魅族应用商店,5.6分,1.7万下载",,,,,,,http://www.jobui.com/company/11008574/products/75643/
广州勉捷贸易有限公司,一起做网店,16万下载量,APP更新：2017.11.24,数据更新：2018.01.29,"应用宝,4.8分,10万下载","360手机助手,9.5分,4万下载","豌豆荚,暂无,1.8万下载","百度手机助手,暂无,2004下载",,,,,,,http://www.jobui.com/company/11242523/products/76134/
深圳市辣妈帮科技有限公司,辣妈商城,726.2万下载量,"海淘精品-专业为母婴,为您所想",APP更新：2017.05.25,"百度手机助手,8.8分,459万下载","魅族应用商店,9.8分,96.4万下载","华为应用市场,9.0分,58.9万下载","豌豆荚,4.0分,49.9万下载","360手机助手,7.7分,49万下载","应用宝,9.4分,13万下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/12582565/products/13481/
长沙众山小网络技术有限公司,券老大优惠券,19.4万下载量,APP更新：2017.09.05,数据更新：2018.01.28,"华为应用市场,8.0分,18.4万下载","百度手机助手,暂无,1万下载","小米应用商店,暂无,暂无",,,,,,,,http://www.jobui.com/company/11001544/products/68022/
云途基石（北京）信息技术有限公司,一块摇,8.1万下载量,APP更新：2016.06.15,数据更新：2018.01.28,"应用宝,7.6分,4万下载","豌豆荚,暂无,3.2万下载","360手机助手,8.3分,6099下载","华为应用市场,8.0分,2805下载",,,,,,,http://www.jobui.com/company/11833780/products/31372/
北京猎趣电子商务有限公司,猎趣,513.3万下载量,闲置二手买卖，即拍即卖，到账快,APP更新：2018.01.11,"360手机助手,9.9分,147万下载","百度手机助手,9.9分,122万下载","应用宝,9.8分,79万下载","豌豆荚,9.8分,63.6万下载","魅族应用商店,10分,58.6万下载","华为应用市场,7.0分,43万下载","苹果应用市场,10分,暂无","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/12721386/products/13194/
宝龙广场,宝龙广场,7.9万下载量,APP更新：2016.10.25,数据更新：2018.01.28,"豌豆荚,暂无,5.6万下载","百度手机助手,10分,1万下载","应用宝,10分,5542下载","360手机助手,6.3分,4516下载","魅族应用商店,5.4分,2981下载",,,,,,http://www.jobui.com/company/12799516/products/39730/
乐货（北京）科技有限公司,YES想要,26.4万下载量,YES!想要,APP更新：2017.05.15,"应用宝,8.2分,14万下载","OPPO软件商店,7.0分,7万下载","豌豆荚,10分,3万下载","魅族应用商店,9.6分,2.4万下载","苹果应用市场,10分,暂无","小米应用商店,5.0分,暂无",,,,,http://www.jobui.com/company/12494679/products/31410/
